"","lats","mean","lowe","highe","sd","disp"
"1",67,0.00314268856994066,-0.000156452474559796,0.00644182961444112,0.00238049782859106,0.000441076228617581
"2",66,0,0,0,0,0
"3",65,0,0,0,0,0
"4",64,0,0,0,0,0
"5",63,0.00491317227248017,0.00278741568425676,0.00703892886070359,0.00216917923491565,0.00194977117282636
"6",62,0.00526302323608999,0.00342749253879099,0.00709855393338899,0.00209410552761322,0.00175749941665298
"7",61,0.0051183235701643,0.00339357645421272,0.00684307068611588,0.00196771564461655,0.00175749941665298
"8",60,0.00514050092441683,0.00339171533795222,0.00688928651088144,0.00199514046189188,0.00175749941665298
"9",59,0.00511278283412258,0.00328869026143254,0.00693687540681262,0.00208105609182639,0.00175749941665298
"10",58,0.00531977543516117,0.00338323400888556,0.00725631686143678,0.00220934583724651,0.00175749941665298
"11",57,0.00515842181617165,0.00335340953754073,0.00696343409480257,0.00205928791910311,0.00175749941665298
"12",56,0.00525883034126746,0.00341043066446031,0.0071072300180746,0.00210878738565156,0.00175749941665298
"13",55,0.00539948204505351,0.00385425010747945,0.00694471398262757,0.00193117312928425,0.00164335958759811
"14",54,0.00548243077738953,0.00385536132725974,0.00710950022751932,0.00203345059415674,0.00164335958759811
"15",53,0.00545545081442853,0.00386174604789607,0.00704915558096098,0.00199175265945614,0.00164335958759811
"16",52,0.00524720356625607,0.00345222646944697,0.00704218066306516,0.00204783906142145,0.00175749941665298
"17",51,0.00550049267949154,0.00415103927027186,0.00684994608871121,0.00182162435372576,0.00348207654421453
"18",50,0.005571268082437,0.00421125826974102,0.00693127789513298,0.00183587442084835,0.00348207654421453
"19",49,0.00555798749951894,0.00414960484794647,0.0069663701510914,0.00190117281555707,0.00348207654421453
"20",48,0.00557056841195163,0.00414143527474009,0.00699970154916317,0.00192918385301381,0.00348207654421453
"21",47,0.00563415966883902,0.00422897361736115,0.00703934572031689,0.00189685773173006,0.00348207654421453
"22",46,0.00559169331986901,0.00443983770598875,0.00674354893374927,0.00166224465744693,0.00435144925032861
"23",45,0.00574739344315176,0.00469122599837367,0.00680356088792985,0.00161661252927453,0.00542987760649832
"24",44,0.00575892684905953,0.00454771838233644,0.00697013531578261,0.00174789685321986,0.00435144925032861
"25",43,0.00587653140177651,0.00506059394640157,0.00669246885715144,0.00144211336499583,0.00533784169722766
"26",42,0.00597517179723188,0.00510704224643071,0.00684330134803305,0.00153435930598739,0.00533784169722766
"27",41,0.00583013356528985,0.00486817530620835,0.00679209182437136,0.0015520586789873,0.00554021294245836
"28",40,0.0060152639041776,0.00528866037855375,0.00674186742980145,0.00138711806459264,0.00530536130573028
"29",39,0.00606650573713685,0.00540638379741072,0.00672662767686299,0.00130443278508785,0.00524496105912099
"30",38,0.00596297543837412,0.00514327240741542,0.00678267846933282,0.00144876876099522,0.00533784169722766
"31",37,0.00600663511435423,0.00523175036851662,0.00678151986019184,0.00142547858314244,0.0053040205473147
"32",36,0.00628447040771394,0.00602418716637545,0.00654475364905243,0.000796800074057187,0.00604399876335111
"33",35,0.00615979448864454,0.00572868960312127,0.00659089937416782,0.00105486958747959,0.00682560093430463
"34",34,0.00622512638302051,0.00591223043447018,0.00653802233157084,0.000874404685620835,0.00647484563198131
"35",33,0.00633243851079228,0.00612342612902673,0.00654145089255783,0.000707375903152159,0.00662218294014874
"36",32,0.00629223526489823,0.00607922095858257,0.00650524957121389,0.000704344822237621,0.00636700711930108
"37",31,0.0063714572746775,0.00624309569239997,0.00649981885695504,0.000519825099767043,0.0068496796053817
"38",30,0.00640895081021639,0.00629996072586623,0.00651794089456654,0.000475116734917324,0.00634645725831463
"39",29,0.00640767171176592,0.00632920775527709,0.00648613566825474,0.000381893976539218,0.00626582385847489
"40",28,0.00643568555671283,0.00635361622214742,0.00651775489127825,0.000392802422167142,0.0062723112896294
"41",27,0.00641296865504726,0.00634733339970804,0.00647860391038647,0.000334879905227548,0.00648576451845617
"42",26,0.00640019758450043,0.00634179191358189,0.00645860325541897,0.000311114444478549,0.00649621373933644
"43",25,0.00640195142153796,0.00631564360282616,0.00648825924024976,0.000410734965907615,0.00627835506458665
"44",24,0.00642421733385201,0.0063723063244088,0.00647612834329521,0.000284027442501296,0.00668749153699214
"45",23,0.00641159668447815,0.00635154928577926,0.00647164408317704,0.00031542712662512,0.00641361497025607
