"","lats","mean","lowe","highe","sd","disp"
"1",63,0.00484345340760308,0.00187378304874746,0.0078131237664587,0.00262434411236199,0.00280216652154848
"2",62,0.00372518855858315,-5.07923123380855e-05,0.00750116942950439,0.00272456198228119,0.00137314764965695
"3",61,0,0,0,0,0
"4",60,0.00484940836954341,0.00177308179767688,0.00792573494140993,0.00271859787484688,0.00280216652154848
"5",59,0.00484178787779408,0.00171790663570718,0.00796566911988099,0.00276062268020482,0.00280216652154848
"6",58,0.00493454787572103,0.00210747246253495,0.00776162328890711,0.00249833073010072,0.00280216652154848
"7",57,0.00486873818823585,0.00164436489602119,0.00809311148045051,0.0028494290756034,0.00280216652154848
"8",56,0.00496071232369308,0.00186898655256054,0.00805243809482562,0.00273220638792926,0.00280216652154848
"9",55,0.00475933944521149,0.00177252513333706,0.00774615375708592,0.00263949449160639,0.00280216652154848
"10",54,0.00482383690462097,0.00180449628248797,0.00784317752675397,0.00266823850037134,0.00280216652154848
"11",53,0.00481887762621192,0.00176143362367822,0.00787632162874563,0.00270191105319104,0.00280216652154848
"12",52,0.0048411312894831,0.00176905796548457,0.00791320461348163,0.00271483921322725,0.00280216652154848
"13",51,0.00479494167956943,0.00205942060453643,0.00753046275460244,0.00241742273047149,0.00280216652154848
"14",50,0.00475328130386726,0.00194375035630215,0.00756281225143237,0.00248282641160974,0.00280216652154848
"15",49,0.00500426510583034,0.00175578303924898,0.00825274717241169,0.00287073437633378,0.00280216652154848
"16",48,0.00479919825784797,0.00188507824973774,0.0077133182659582,0.00257525339915081,0.00280216652154848
"17",47,0.00486620305760182,0.00184674620115065,0.00788565991405299,0.00266834121845506,0.00280216652154848
"18",46,0.00562221562079219,0.00313588397977438,0.00810854726181,0.00253711972324969,0.00336503963199462
"19",45,0.00608572729699932,0.0043019017060027,0.00786955288799594,0.00222935856093587,0.00491116050476707
"20",44,0.00613766179921703,0.00433097948558011,0.00794434411285396,0.00225792403872153,0.00491116050476707
"21",43,0.00634853306528956,0.00496893639125903,0.0077281297393201,0.00199089814140299,0.00485253922359936
"22",42,0.00629945761556013,0.0047198585957248,0.00787905663539546,0.00213229743538701,0.00476805907331115
"23",41,0.00660255797912738,0.00529637357609468,0.00790874238216009,0.00199929857895715,0.00480685582340261
"24",40,0.00666764464781197,0.00545139071722642,0.00788389857839753,0.00196234862687299,0.00450816872834801
"25",39,0.00667184581002254,0.00571470337702855,0.00762898824301652,0.00169168345653526,0.00448923048839561
"26",38,0.00656069977320788,0.00529491206628549,0.00782648748013027,0.00193746576504481,0.00480685582340261
"27",37,0.00628621964340217,0.00495450777209829,0.00761793151470605,0.00192179550688342,0.00485253922359936
"28",36,0.00711791045098828,0.00686697143916093,0.00736884946281563,0.000839564990166443,0.00618906288003036
"29",35,0.00684068632328744,0.00604440349551509,0.00763696915105979,0.00157349326577395,0.00401778385416459
"30",34,0.0069420458486659,0.00635358074647945,0.00753051095085235,0.00134272668401511,0.00380276627633814
"31",33,0.00693317504028202,0.00643070534101684,0.00743564473954721,0.00122949199181888,0.00548050739832951
"32",32,0.00690680379891881,0.00627723858300386,0.00753636901483376,0.00136278983762174,0.0038738337139063
"33",31,0.00711369438311648,0.00680161177035915,0.00742577699587382,0.00094200998107822,0.00581364051121406
"34",30,0.00711291542868841,0.00688454301786964,0.00734128783950718,0.000790268117900247,0.00632362463950267
"35",29,0.00719050742857446,0.00705161152710373,0.0073294033300452,0.000584380608262659,0.00641908635968356
