"","lats","mean","lowe","highe","sd","disp"
"1",43,0.00283426487322058,2.86791394079554e-05,0.00563985060703321,0.00202437260401466,0.0062556477540103
"2",42,0.00271204569118846,0.000119172080576125,0.0053049193018008,0.00187089000337308,0.0062556477540103
"3",41,0.00280969847828207,9.87265629865037e-05,0.00552067039357764,0.00195610392847257,0.0062556477540103
"4",40,0.0036677203333931,0.00157433503074299,0.00576110563604322,0.00184995731177113,0.00547694846903209
"5",39,0.00418408770751427,0.00252181535027329,0.00584636006475525,0.00169622745147643,0.00455736470848623
"6",38,0.00267082485772244,0.000185131347440845,0.00515651836800403,0.00179355411725484,0.0062556477540103
"7",37,0.00366477268257016,0.00162808469904245,0.00570146066609788,0.00179985300467796,0.00547694846903209
"8",36,0.00508829207905583,0.00454054671603608,0.00563603744207558,0.000968102277229449,0.00729415448065961
"9",35,0.00451257095843041,0.00318943648085779,0.00583570543600304,0.00150952704160039,0.00390871470731636
"10",34,0.0050898504192116,0.00452835140717132,0.00565134943125188,0.000992410906450122,0.00729415448065961
"11",33,0.00519139638376552,0.00473628789456971,0.00564650487296132,0.000868822107862679,0.00673311665817711
"12",32,0.00516581104324115,0.00460034261351254,0.00573127947296976,0.000999426579357261,0.00729415448065961
"13",31,0.00524723124520197,0.00486565556456794,0.00562880692583601,0.000802707012899671,0.00608166377168911
"14",30,0.00531695868569646,0.00506478793802609,0.00556912943336682,0.000617036042740697,0.0053121971558742
"15",29,0.00537694934514864,0.00521823589035224,0.00553566279994504,0.000450864977360483,0.00532660630831589
"16",28,0.00531941840290133,0.00510713601968432,0.00553170078611835,0.00055227137996087,0.00520920615321679
"17",27,0.00536094967042848,0.00520160137746904,0.00552029796338792,0.000452668392794771,0.00532660630831589
"18",26,0.00538513197421633,0.00525142866826521,0.00551883528016745,0.000397771362806818,0.00513243078810455
"19",25,0.0053480259308561,0.00516091462680548,0.00553513723490673,0.00051410394146958,0.00518507501933304
"20",24,0.00541773560813859,0.00532072847630091,0.00551474273997628,0.000313029717185652,0.00522892608726611
"21",23,0.00539035943581409,0.00527174067490962,0.00550897819671855,0.000363125328343104,0.00521562908006012
"22",22,0.00539025243862611,0.00525303531193511,0.00552746956531711,0.000408225085356295,0.00513243078810455
"23",21,0.00539478093643159,0.00529651157780934,0.00549305029505384,0.000313113890224813,0.00530349445013235
"24",20,0.00540966084822251,0.00530275248589496,0.00551656921055007,0.000336244650904183,0.00512899432705788
"25",19,0.0054120132090373,0.00529816048319155,0.00552586593488304,0.000353342765586243,0.00515204547521174
"26",18,0.00543283356701728,0.00535274916619492,0.00551291796783964,0.000264803965690671,0.005223628553662
"27",17,0.00541229396312049,0.00529074521021929,0.0055338427160217,0.000372094856415633,0.00521562908006012
"28",16,0.00541057422285517,0.0053020599089293,0.00551908853678104,0.000341295636840067,0.00512899432705788
"29",15,0.00542204334233162,0.00531078907641994,0.00553329760824331,0.000345278426216722,0.00515204547521174
"30",14,0.00540118009474087,0.00527959595824635,0.00552276423123539,0.000372203175528409,0.00521562908006012
"31",13,0.00540809535805554,0.00530764532416567,0.00550854539194541,0.000320062136615498,0.00530349445013235
"32",12,0.00541779147471399,0.00532019766909952,0.00551538528032846,0.000310961387824415,0.00530349445013235
"33",11,0.0054222963956921,0.00533185930794431,0.00551273348343988,0.000291829017769028,0.00522892608726611
"34",10,0.00542882429207737,0.00535009111548013,0.00550755746867462,0.000260336060210027,0.005223628553662
"35",9,0.00541490814194037,0.00532075918742561,0.00550905709645513,0.000303806741285713,0.00522892608726611
"36",8,0.00538024895991163,0.00524113754808386,0.00551936037173939,0.00041386064070053,0.00513243078810455
"37",7,0.00541565419690732,0.00532394557821037,0.00550736281560427,0.000295932086954469,0.00522892608726611
"38",6,0.00540920779711865,0.00525073588752513,0.00556767970671217,0.000450178808235328,0.00532660630831589
"39",5,0.00538487441708225,0.00522946523700733,0.00554028359715716,0.000448542466928662,0.00526244706156996
"40",4,0.00538524985868017,0.0052447675140419,0.00552573220331844,0.000411747172842299,0.00520282377130409
"41",3,0.00534768726524718,0.0051798201714532,0.00551555435904115,0.000476868161808227,0.00532660630831589
"42",2,0.00537527885072158,0.0052063589958151,0.00554419870562806,0.000464121415007595,0.00518507501933304
"43",1,0.0053732865372602,0.00522997589063172,0.00551659718388867,0.000420036793516064,0.00520282377130409
"44",0,0.00533369263909421,0.00512627923714212,0.0055411060410463,0.000549883395591121,0.00518654819117423
