"","lats","mean","lowe","highe","sd","disp"
"1",40,0.00618687158849415,0.0024290323564965,0.0099447108204918,0.00332086126471501,0.00363706651681328
"2",39,0,0,0,0,0
"3",38,0,0,0,0,0
"4",37,0.0061277650159983,0.00241021939490552,0.00984531063709108,0.00328525317096524,0.00363706651681328
"5",36,0.007886097222689,0.00638502524476241,0.00938716920061559,0.00216619934450496,0.00464898278549787
"6",35,0.00738861158837709,0.00500869973682843,0.00976852343992575,0.00271517472897291,0.0032974502684741
"7",34,0.00816765065465215,0.00686349593334231,0.00947180537596199,0.00199619186617231,0.00450691771961721
"8",33,0.00849037689460824,0.00771675906723084,0.00926399472198565,0.00147687043291562,0.00467477540482091
"9",32,0.00831482479554388,0.0072623870348202,0.00936726255626756,0.00178092107561936,0.0041873677798356
"10",31,0.00869913169131437,0.00818242771456331,0.00921583566806542,0.00120810132432208,0.0042733656768294
"11",30,0.00879635670964333,0.00844232494977224,0.00915038846951442,0.000921044910137927,0.00412957061671481
"12",29,0.00889768536510334,0.00859930277873941,0.00919606795146728,0.000847629825828671,0.00441862217985768
"13",28,0.00887430408349148,0.00858714808916807,0.00916146007781488,0.000815737903542173,0.00441862217985768
"14",27,0.00892801292415936,0.0087018184784422,0.00915420736987652,0.000701996113103479,0.00678392268517602
"15",26,0.00895053362243038,0.00878149649961144,0.00911957074524932,0.000552237544508694,0.00786614033525606
"16",25,0.0088785328205798,0.00862889058106519,0.00912817506009441,0.000742693182636579,0.00538276414559451
"17",24,0.00898624831902414,0.00885396134618929,0.00911853529185898,0.000457770606659994,0.00901204907221883
"18",23,0.00896760648122056,0.00883430071436482,0.0091009122480763,0.000461296078193682,0.00901204907221883
"19",22,0.00894992263490954,0.0088213281632799,0.00907851710653918,0.000449803816788372,0.0090540703231593
"20",21,0.00896496882840367,0.00886693692797741,0.00906300072882993,0.000353674976228092,0.00894417295668821
"21",20,0.00894974766474364,0.00882406167292381,0.00907543365656347,0.000439630398732974,0.0090540703231593
"22",19,0.00896519215000436,0.00883798564683968,0.00909239865316904,0.000444948915133522,0.0090540703231593
"23",18,0.00897277792737179,0.0088641547131666,0.00908140114157697,0.000387947179353272,0.00904036756202257
"24",17,0.00893915758915279,0.00878680339800986,0.00909151178029573,0.000515623441292761,0.00875877723500779
"25",16,0.00893823717251442,0.0087968249550687,0.00907964938996013,0.000483999706451449,0.00899936374589515
"26",15,0.00894465457853506,0.00881132958587369,0.00907797957119644,0.000461362607864146,0.00901204907221883
"27",14,0.00893560368943193,0.00878532270705017,0.0090858846718137,0.000508606929125072,0.00875877723500779
"28",13,0.0089411995522559,0.0087863155383216,0.0090960835661902,0.000524185305746608,0.00875877723500779
"29",12,0.00896513685350655,0.00883544984179287,0.00909482386522023,0.000448773607528306,0.00901204907221883
"30",11,0.00895659248096622,0.00882481126069564,0.00908837370123679,0.00045602048226601,0.00901204907221883
"31",10,0.00896816887769236,0.00887145054834406,0.00906488720704066,0.000348935934979774,0.00894417295668821
"32",9,0.00896852219571973,0.00883077276887123,0.00910627162256823,0.000476673079323023,0.00901204907221883
"33",8,0.00896456562142889,0.0088408077964463,0.00908832344641148,0.000432885965696258,0.0090540703231593
"34",7,0.00898418041563122,0.00888495339102215,0.00908340744024029,0.000357986690222276,0.00894417295668821
"35",6,0.00895470607568333,0.00882384999708756,0.0090855621542791,0.000452819088684722,0.00901204907221883
"36",5,0.00897695589963308,0.00887555397272127,0.00907835782654488,0.000365833202601147,0.00894417295668821
"37",4,0.00892502566216879,0.0087704907474945,0.00907956057684307,0.00051702644070406,0.00845909074328666
"38",3,0.00894988193959531,0.00878487322431565,0.00911489065487497,0.000545611401607372,0.00808146071948317
"39",2,0.00893389079877004,0.00871987686995816,0.00914790472758192,0.000664193789991667,0.00678392268517602
"40",1,0.0089125718133958,0.00877205038031896,0.00905309324647264,0.000480950893690904,0.00899936374589515
"41",0,0.00892081641589661,0.00875551686839398,0.00908611596339924,0.000546573056126894,0.00808146071948317
